genebody,chrom,end,start
ENSMUSG00000106980.1,chr5,150571098,150570833
ENSMUSG00000041132.11,chr5,150597188,150571644
ENSMUSG00000106927.1,chr5,150599540,150597062
ENSMUSG00000107096.3,chr5,150607003,150599932
ENSMUSG00000029655.17,chr5,150666183,150608007
ENSMUSG00000034021.15,chr5,150810690,150673739
ENSMUSG00000084717.1,chr5,150708149,150708044
ENSMUSG00000077592.1,chr5,150710964,150710846
ENSMUSG00000107048.1,chr5,150753873,150752093
ENSMUSG00000106692.1,chr5,150866601,150822859
ENSMUSG00000107047.1,chr5,150882642,150863963
ENSMUSG00000058488.7,chr5,150993817,150952607
ENSMUSG00000106963.1,chr5,151009301,151007446
ENSMUSG00000016128.14,chr5,151233836,151037510
ENSMUSG00000107011.1,chr5,151428163,151063546
ENSMUSG00000107387.1,chr5,151259264,151252305
ENSMUSG00000107154.1,chr5,151281646,151281123
ENSMUSG00000054622.4,chr5,151428210,151367720
ENSMUSG00000097321.5,chr5,151432118,151368675
ENSMUSG00000107123.1,chr5,151461865,151435966
ENSMUSG00000106703.1,chr5,151549267,151513135
ENSMUSG00000091794.2,chr5,151586906,151561661
ENSMUSG00000106759.1,chr5,151641268,151635991
ENSMUSG00000033970.15,chr5,151651242,151642756
ENSMUSG00000107326.1,chr5,151668136,151668049
ENSMUSG00000107241.1,chr5,151693926,151685811
ENSMUSG00000095272.1,chr5,151700308,151700202
ENSMUSG00000092806.2,chr5,151702468,151702368
ENSMUSG00000094571.1,chr6,3051409,3051289
ENSMUSG00000106974.1,chr6,3073067,3072137
ENSMUSG00000107380.1,chr6,3112864,3107477
ENSMUSG00000106893.1,chr6,3144554,3143627
ENSMUSG00000107185.1,chr6,3182984,3182630
ENSMUSG00000107233.1,chr6,3190902,3190691
ENSMUSG00000107601.1,chr6,3208706,3207869
ENSMUSG00000106955.1,chr6,3231032,3230792
ENSMUSG00000106945.1,chr6,3277733,3277553
ENSMUSG00000106779.1,chr6,3317019,3288519
ENSMUSG00000107184.1,chr6,3319916,3318530
ENSMUSG00000107017.1,chr6,3327855,3325742
ENSMUSG00000106734.3,chr6,3346128,3333194
ENSMUSG00000107222.1,chr6,3334958,3334633
ENSMUSG00000107215.1,chr6,3339354,3336772
ENSMUSG00000047735.14,chr6,3399572,3372257
ENSMUSG00000044156.14,chr6,3498298,3457096
ENSMUSG00000001376.17,chr6,3603531,3498382
ENSMUSG00000107094.1,chr6,3586303,3583814
ENSMUSG00000023964.15,chr6,3764714,3685680
ENSMUSG00000076357.2,chr6,3721385,3721301
ENSMUSG00000070107.1,chr6,3722003,3721897
ENSMUSG00000108091.1,chr6,3863436,3863049
ENSMUSG00000029664.10,chr6,3988919,3962595
ENSMUSG00000029663.10,chr6,3997436,3993792
ENSMUSG00000032766.9,chr6,4008445,4003904
ENSMUSG00000107681.1,chr6,4047585,4031841
ENSMUSG00000032757.6,chr6,4086972,4076899
ENSMUSG00000108139.1,chr6,4254334,4254088
ENSMUSG00000107510.1,chr6,4262849,4262754
ENSMUSG00000098779.2,chr6,4359634,4359028
ENSMUSG00000107564.1,chr6,4364395,4364232
ENSMUSG00000108014.1,chr6,4368066,4367774
ENSMUSG00000087863.1,chr6,4383204,4382878
ENSMUSG00000107450.1,chr6,4391241,4390920
ENSMUSG00000102946.2,chr6,4484198,4483474
ENSMUSG00000029661.16,chr6,4541544,4504814
ENSMUSG00000107603.1,chr6,4507878,4506087
ENSMUSG00000107828.1,chr6,4571716,4568728
ENSMUSG00000097513.1,chr6,4596651,4593804
ENSMUSG00000015189.12,chr6,4643355,4600839
ENSMUSG00000107932.1,chr6,4611171,4610234
ENSMUSG00000004631.15,chr6,4747207,4674350
ENSMUSG00000092035.8,chr6,4760517,4747306
ENSMUSG00000107977.1,chr6,4772905,4770900
ENSMUSG00000093570.3,chr6,4816329,4807055
ENSMUSG00000097630.2,chr6,4832398,4832227
ENSMUSG00000083041.2,chr6,4893778,4893352
ENSMUSG00000032827.15,chr6,5165661,4902917
ENSMUSG00000097385.1,chr6,4946295,4942147
ENSMUSG00000097464.1,chr6,4947803,4946568
ENSMUSG00000097396.1,chr6,4959302,4958983
ENSMUSG00000002588.13,chr6,5193946,5168090
ENSMUSG00000107881.1,chr6,5220486,5216258
ENSMUSG00000029759.9,chr6,5256286,5220852
ENSMUSG00000032667.17,chr6,5298455,5264147
ENSMUSG00000107668.1,chr6,5281480,5279655
ENSMUSG00000042607.15,chr6,5433022,5383386
ENSMUSG00000019577.6,chr6,5496309,5483351
ENSMUSG00000029757.16,chr6,6028039,5725639
ENSMUSG00000085416.1,chr6,5977393,5963909
ENSMUSG00000015112.15,chr6,6217173,6041218
ENSMUSG00000093482.8,chr6,6378675,6248659
ENSMUSG00000097669.1,chr6,6329994,6329762
ENSMUSG00000097175.1,chr6,6330222,6329998
ENSMUSG00000097900.1,chr6,6352267,6351304
ENSMUSG00000093658.1,chr6,6484487,6456189
ENSMUSG00000093380.1,chr6,6508616,6483022
ENSMUSG00000042541.10,chr6,6578663,6557294
ENSMUSG00000093675.7,chr6,6691521,6603219
ENSMUSG00000093581.1,chr6,6647278,6645334
ENSMUSG00000093651.1,chr6,6736492,6735427
ENSMUSG00000090063.6,chr6,6871592,6820189
ENSMUSG00000098963.1,chr6,6821121,6820942
ENSMUSG00000098846.1,chr6,6821335,6821129
ENSMUSG00000107967.1,chr6,6856251,6854222
ENSMUSG00000029754.13,chr6,6868568,6863334
ENSMUSG00000094868.1,chr6,6865150,6863797
ENSMUSG00000098326.1,chr6,6871633,6871488
ENSMUSG00000029755.10,chr6,6882085,6877805
ENSMUSG00000065770.1,chr6,6924279,6924118
ENSMUSG00000097356.1,chr6,6955900,6952170
ENSMUSG00000042505.6,chr6,7042979,6956004
ENSMUSG00000098421.1,chr6,7194172,7193548
ENSMUSG00000099178.1,chr6,7195216,7194272
ENSMUSG00000098501.7,chr6,7309747,7301908
ENSMUSG00000107517.1,chr6,7378644,7375967
ENSMUSG00000107493.1,chr6,7541314,7540954
ENSMUSG00000061762.12,chr6,7565834,7554879
ENSMUSG00000099182.1,chr6,7644542,7643906
ENSMUSG00000029752.12,chr6,7693254,7675169
ENSMUSG00000107394.1,chr6,7777681,7766394
ENSMUSG00000107844.1,chr6,7835659,7835272
ENSMUSG00000042460.5,chr6,7875687,7844842
ENSMUSG00000107549.1,chr6,7855742,7853871
ENSMUSG00000107763.1,chr6,7863376,7863187
ENSMUSG00000084418.1,chr6,7879691,7879563
ENSMUSG00000096403.2,chr6,7983383,7982541
ENSMUSG00000068794.7,chr6,8192617,7997808
ENSMUSG00000042447.13,chr6,8236274,8209222
ENSMUSG00000012483.4,chr6,8259173,8255936
ENSMUSG00000089862.8,chr6,8459470,8259288
ENSMUSG00000107705.1,chr6,8597480,8259450
ENSMUSG00000089890.1,chr6,8364136,8354056
ENSMUSG00000089735.1,chr6,8379379,8377596
ENSMUSG00000090151.1,chr6,8443455,8420009
ENSMUSG00000088118.1,chr6,8439664,8439353
ENSMUSG00000087305.8,chr6,8510430,8488795
ENSMUSG00000077250.1,chr6,8501356,8501236
ENSMUSG00000029638.17,chr6,8597548,8509600
ENSMUSG00000107724.1,chr6,8596989,8595743
ENSMUSG00000062995.12,chr6,8778488,8630527
ENSMUSG00000046178.3,chr6,9249032,8948431
ENSMUSG00000107851.1,chr6,9147078,9146766
ENSMUSG00000107459.1,chr6,10172854,10171792
ENSMUSG00000107762.1,chr6,10334920,10334296
ENSMUSG00000108222.1,chr6,10775014,10774114
ENSMUSG00000108249.1,chr6,10809847,10804828
ENSMUSG00000094367.1,chr6,10840693,10840587
ENSMUSG00000098845.1,chr6,10858518,10858427
ENSMUSG00000108078.1,chr6,10888600,10882429
ENSMUSG00000107847.1,chr6,10970126,10895490
ENSMUSG00000107948.2,chr6,10979638,10971560
ENSMUSG00000029632.7,chr6,11907497,11900292
ENSMUSG00000029629.17,chr6,12081205,11907809
ENSMUSG00000057223.6,chr6,12109583,12099518
ENSMUSG00000108209.1,chr6,12128923,12128626
ENSMUSG00000032625.14,chr6,12749410,12311610
ENSMUSG00000083794.1,chr6,12567222,12565518
ENSMUSG00000107422.1,chr6,12658956,12608996
ENSMUSG00000065030.1,chr6,12743018,12742899
ENSMUSG00000083620.1,chr6,12858390,12857397
ENSMUSG00000108050.1,chr6,12918467,12917525
ENSMUSG00000098052.1,chr6,13056597,13055595
ENSMUSG00000029571.14,chr6,13089269,13069759
ENSMUSG00000077643.1,chr6,13111427,13111299
ENSMUSG00000079679.3,chr6,13224965,13156299
ENSMUSG00000101894.1,chr6,13415996,13413337
ENSMUSG00000107500.1,chr6,13461957,13461462
ENSMUSG00000095489.1,chr6,13549612,13549506
ENSMUSG00000029569.9,chr6,13608100,13580687
ENSMUSG00000042742.7,chr6,13677966,13625673
ENSMUSG00000048216.13,chr6,13839942,13834458
ENSMUSG00000052419.7,chr6,13871518,13867735
ENSMUSG00000097616.7,chr6,14044385,13871526
ENSMUSG00000107562.1,chr6,13913448,13913155
ENSMUSG00000107942.1,chr6,14006355,14006007
ENSMUSG00000108205.1,chr6,14081635,14081331
ENSMUSG00000088975.1,chr6,14113431,14113316
ENSMUSG00000107403.1,chr6,14390051,14389481
ENSMUSG00000077334.1,chr6,14457150,14457045
ENSMUSG00000107657.1,chr6,14571025,14570771
ENSMUSG00000042717.5,chr6,14755274,14713977
ENSMUSG00000029563.16,chr6,15441977,14901349
ENSMUSG00000093317.1,chr6,15405091,15404981
ENSMUSG00000107703.1,chr6,15638369,15636124
ENSMUSG00000041390.18,chr6,15802169,15720661
ENSMUSG00000108046.1,chr6,15813058,15811323
ENSMUSG00000108048.1,chr6,15837779,15836089
ENSMUSG00000108201.1,chr6,16089959,16089686
ENSMUSG00000107885.1,chr6,16233490,16233244
ENSMUSG00000108089.1,chr6,16238238,16237627
ENSMUSG00000108295.2,chr6,16469950,16457390
ENSMUSG00000108025.1,chr6,16579873,16550387
ENSMUSG00000107022.1,chr6,16788820,16777524
ENSMUSG00000029553.10,chr6,16898441,16833373
ENSMUSG00000081744.1,chr6,16926926,16925231
ENSMUSG00000084772.1,chr6,17064996,17058806
ENSMUSG00000054556.6,chr6,17171833,17065010
ENSMUSG00000029552.19,chr6,17105828,17065149
ENSMUSG00000085171.7,chr6,17210152,17197751
ENSMUSG00000085264.1,chr6,17385604,17206823
ENSMUSG00000000058.6,chr6,17289115,17281185
ENSMUSG00000007655.16,chr6,17341452,17306335
ENSMUSG00000100101.1,chr6,17348340,17347733
ENSMUSG00000093902.1,chr6,17436412,17436306
ENSMUSG00000009376.15,chr6,17573980,17463800
ENSMUSG00000015733.13,chr6,17666972,17636234
ENSMUSG00000029534.17,chr6,17943025,17692933
ENSMUSG00000098767.1,chr6,17693557,17693426
ENSMUSG00000098567.1,chr6,17694045,17693937
ENSMUSG00000098874.1,chr6,17695085,17694902
ENSMUSG00000098525.1,chr6,17695530,17695354
ENSMUSG00000099244.1,chr6,17697149,17696894
ENSMUSG00000098988.1,chr6,17703416,17703231
ENSMUSG00000086409.3,chr6,17711207,17710598
ENSMUSG00000081077.1,chr6,17712941,17711687
ENSMUSG00000106822.1,chr6,17720513,17717578
ENSMUSG00000106801.1,chr6,17748900,17747522
ENSMUSG00000097700.1,chr6,17835185,17834585
ENSMUSG00000098570.1,chr6,17905843,17905707
ENSMUSG00000098791.1,chr6,17907291,17907172
ENSMUSG00000106858.1,chr6,17920600,17914996
ENSMUSG00000010797.6,chr6,18030585,17988940
ENSMUSG00000010796.11,chr6,18109061,18050964
ENSMUSG00000107177.1,chr6,18111961,18110142
ENSMUSG00000084203.1,chr6,18145741,18144734
ENSMUSG00000082289.1,chr6,18157120,18156337
ENSMUSG00000041301.15,chr6,18322768,18170687
ENSMUSG00000087389.1,chr6,18289048,18270136
ENSMUSG00000080767.1,chr6,18295231,18294271
ENSMUSG00000000416.16,chr6,18514843,18366478
ENSMUSG00000084947.1,chr6,18427885,18424684
ENSMUSG00000106944.1,chr6,18431245,18429659
ENSMUSG00000093271.1,chr6,18449340,18449271
ENSMUSG00000095722.1,chr6,18727398,18727292
ENSMUSG00000107299.1,chr6,18793114,18792851
ENSMUSG00000071568.5,chr6,18825059,18824552
ENSMUSG00000097815.1,chr6,18847360,18844220
ENSMUSG00000106874.1,chr6,18848207,18845910
ENSMUSG00000044155.11,chr6,18855751,18848579
ENSMUSG00000029517.13,chr6,18879586,18866318
ENSMUSG00000106819.1,chr6,18884196,18882711
ENSMUSG00000084650.1,chr6,19047151,19046837
ENSMUSG00000107349.1,chr6,19120777,19119469
ENSMUSG00000107217.1,chr6,19278843,19247899
ENSMUSG00000106885.1,chr6,19319378,19317215
ENSMUSG00000088880.1,chr6,19341586,19341329
ENSMUSG00000099149.1,chr6,19555461,19555342
ENSMUSG00000065702.1,chr6,19624715,19624609
ENSMUSG00000107100.1,chr6,19777545,19773955
ENSMUSG00000106814.1,chr6,19784792,19784686
ENSMUSG00000107067.1,chr6,19789018,19788053
ENSMUSG00000106763.1,chr6,20970990,20970438
ENSMUSG00000087831.1,chr6,21013242,21013112
ENSMUSG00000088458.1,chr6,21128258,21128156
ENSMUSG00000060882.5,chr6,21729805,21215503
ENSMUSG00000106826.1,chr6,21265620,21258921
ENSMUSG00000107097.1,chr6,21491880,21491661
ENSMUSG00000106855.1,chr6,21685383,21681301
ENSMUSG00000029669.14,chr6,21852515,21771395
ENSMUSG00000106709.1,chr6,21853483,21852418
ENSMUSG00000106871.1,chr6,21858178,21852981
ENSMUSG00000029670.12,chr6,21976038,21949571
ENSMUSG00000097364.1,chr6,22067687,21985908
ENSMUSG00000062980.15,chr6,22256404,21985916
ENSMUSG00000106736.1,chr6,22245934,22245457
ENSMUSG00000029671.15,chr6,22298522,22288227
ENSMUSG00000029672.16,chr6,22356243,22306520
ENSMUSG00000107282.1,chr6,22623693,22622918
ENSMUSG00000098187.1,chr6,22704416,22703436
ENSMUSG00000106803.1,chr6,22734500,22733733
ENSMUSG00000107303.1,chr6,22760584,22759399
ENSMUSG00000096079.1,chr6,22768202,22768106
ENSMUSG00000096721.1,chr6,22789927,22789818
ENSMUSG00000107059.1,chr6,22805329,22804626
ENSMUSG00000068748.7,chr6,23052916,22875502
ENSMUSG00000029695.13,chr6,23132986,23072173
ENSMUSG00000107016.1,chr6,23164093,23155825
ENSMUSG00000106989.1,chr6,23160061,23157985
ENSMUSG00000107032.1,chr6,23167392,23157985
ENSMUSG00000029697.6,chr6,23248362,23245044
ENSMUSG00000106775.1,chr6,23253358,23251133
ENSMUSG00000017978.18,chr6,23839421,23262773
ENSMUSG00000098877.1,chr6,23519856,23519746
ENSMUSG00000088885.1,chr6,23639956,23639824
ENSMUSG00000051956.4,chr6,23650305,23648869
ENSMUSG00000078179.1,chr6,23655136,23653898
ENSMUSG00000043865.3,chr6,23970060,23969161
ENSMUSG00000029700.11,chr6,24168092,24088283
ENSMUSG00000093580.1,chr6,24140363,24138341
ENSMUSG00000096522.1,chr6,24143468,24143368
ENSMUSG00000046192.4,chr6,24515067,24444865
ENSMUSG00000023089.12,chr6,24528013,24518666
ENSMUSG00000029685.15,chr6,24573164,24528144
ENSMUSG00000107189.1,chr6,24595238,24594530
ENSMUSG00000029683.7,chr6,24605414,24597762
ENSMUSG00000029684.14,chr6,24665009,24613805
ENSMUSG00000106946.1,chr6,24660369,24657518
ENSMUSG00000029679.7,chr6,24745452,24733245
ENSMUSG00000029680.2,chr6,24767662,24748329
ENSMUSG00000029682.5,chr6,24801048,24791188
ENSMUSG00000107223.1,chr6,24838123,24837294
ENSMUSG00000029678.8,chr6,24891958,24857997
ENSMUSG00000077196.1,chr6,24894800,24894670
ENSMUSG00000048022.11,chr6,24956297,24951141
ENSMUSG00000107212.1,chr6,25047298,25046503
ENSMUSG00000087867.1,chr6,25078903,25078772
ENSMUSG00000089442.1,chr6,25200051,25199929
ENSMUSG00000039904.9,chr6,25690729,25665878
ENSMUSG00000029676.15,chr6,25809246,25743737
ENSMUSG00000106799.1,chr6,25977227,25931426
ENSMUSG00000107127.1,chr6,25977081,25976747
ENSMUSG00000088387.1,chr6,26460430,26460291
ENSMUSG00000106742.1,chr6,26831158,26830417
ENSMUSG00000024211.15,chr6,28135178,27275119
ENSMUSG00000107377.1,chr6,27443953,27441089
ENSMUSG00000088391.1,chr6,27668203,27668087
ENSMUSG00000076067.1,chr6,27936750,27936655
ENSMUSG00000106990.1,chr6,28214805,28211008
ENSMUSG00000043340.3,chr6,28260862,28215555
ENSMUSG00000107320.1,chr6,28226170,28219167
ENSMUSG00000106959.1,chr6,28237013,28233081
ENSMUSG00000039841.14,chr6,28398005,28239927
ENSMUSG00000083107.1,chr6,28363165,28361914
ENSMUSG00000029708.9,chr6,28428390,28416091
ENSMUSG00000020440.13,chr6,28426602,28423560
ENSMUSG00000029707.6,chr6,28438622,28427789
ENSMUSG00000029706.15,chr6,28449353,28442334
ENSMUSG00000107130.1,chr6,28466981,28465565
ENSMUSG00000001424.14,chr6,28935162,28475139
ENSMUSG00000104325.1,chr6,28565361,28563490
ENSMUSG00000103132.1,chr6,28570986,28568072
ENSMUSG00000049939.6,chr6,28831747,28661831
ENSMUSG00000103899.1,chr6,28799713,28796463
ENSMUSG00000092090.2,chr6,29028922,28981634
ENSMUSG00000065469.1,chr6,29022691,29022619
ENSMUSG00000059201.12,chr6,29073877,29060220
ENSMUSG00000064436.1,chr6,29113606,29113441
ENSMUSG00000029701.15,chr6,29165006,29123576
ENSMUSG00000095596.1,chr6,29150679,29150554
ENSMUSG00000079654.3,chr6,29179584,29169232
ENSMUSG00000003500.13,chr6,29216364,29200434
ENSMUSG00000089289.1,chr6,29234564,29234434
ENSMUSG00000043421.8,chr6,29275446,29272488
ENSMUSG00000079652.8,chr6,29290680,29279593
ENSMUSG00000039742.15,chr6,29336019,29319140
ENSMUSG00000090692.1,chr6,29323206,29322804
ENSMUSG00000029767.16,chr6,29377110,29348069
ENSMUSG00000058831.13,chr6,29388468,29376671
ENSMUSG00000029769.16,chr6,29426994,29396309
ENSMUSG00000092956.1,chr6,29396705,29396617
ENSMUSG00000104796.1,chr6,29397576,29397434
ENSMUSG00000068699.12,chr6,29461883,29433256
ENSMUSG00000004285.12,chr6,29470512,29467718
ENSMUSG00000090685.1,chr6,29473465,29471437
ENSMUSG00000059022.14,chr6,29507952,29473162
ENSMUSG00000088643.1,chr6,29487822,29487717
ENSMUSG00000097137.1,chr6,29509698,29507725
ENSMUSG00000029771.12,chr6,29541871,29526625
ENSMUSG00000012535.14,chr6,29609887,29540827
ENSMUSG00000106904.1,chr6,29548138,29546604
ENSMUSG00000001763.14,chr6,29718559,29694222
ENSMUSG00000001761.7,chr6,29761365,29735503
ENSMUSG00000081564.1,chr6,29751125,29750761
ENSMUSG00000029772.17,chr6,29912310,29768011
ENSMUSG00000107012.1,chr6,29915633,29912023
ENSMUSG00000039629.14,chr6,29959681,29917012
ENSMUSG00000082036.1,chr6,29962147,29960993
ENSMUSG00000065078.1,chr6,29963661,29963555
ENSMUSG00000083961.1,chr6,29963850,29963644
ENSMUSG00000045709.10,chr6,29993776,29985329
ENSMUSG00000095989.1,chr6,29988489,29988388
ENSMUSG00000058440.14,chr6,30153458,30047988
ENSMUSG00000065343.1,chr6,30144127,30143801
ENSMUSG00000076361.1,chr6,30165992,30165918
ENSMUSG00000065586.1,chr6,30169551,30169446
ENSMUSG00000065619.2,chr6,30169737,30169668
ENSMUSG00000103108.2,chr6,30175126,30172893
ENSMUSG00000039159.16,chr6,30304539,30211289
ENSMUSG00000084861.1,chr6,30331779,30304605
ENSMUSG00000087846.1,chr6,30347466,30347371
ENSMUSG00000039130.18,chr6,30391028,30366380
ENSMUSG00000065662.1,chr6,30379214,30379101
ENSMUSG00000029775.14,chr6,30455179,30401868
ENSMUSG00000085470.1,chr6,30463313,30460128
ENSMUSG00000029782.19,chr6,30509783,30479053
ENSMUSG00000029784.13,chr6,30520254,30509849
ENSMUSG00000071553.10,chr6,30564476,30541582
ENSMUSG00000039070.5,chr6,30592418,30568369
ENSMUSG00000086854.1,chr6,30576035,30573153
ENSMUSG00000029788.13,chr6,30631745,30611010
ENSMUSG00000054446.8,chr6,30645363,30639218
ENSMUSG00000029790.16,chr6,30693749,30653457
ENSMUSG00000086542.1,chr6,30682266,30673944
ENSMUSG00000083221.1,chr6,30720103,30719873
ENSMUSG00000051855.15,chr6,30748465,30723547
ENSMUSG00000098260.1,chr6,30734647,30734418
ENSMUSG00000107825.1,chr6,30735924,30735029
ENSMUSG00000099073.1,chr6,30736062,30735964
ENSMUSG00000065501.1,chr6,30741396,30741299
ENSMUSG00000025607.15,chr6,30896794,30747554
ENSMUSG00000085321.1,chr6,30943470,30896899
ENSMUSG00000039032.2,chr6,30915573,30896981
ENSMUSG00000073209.4,chr6,30959078,30956023
ENSMUSG00000065610.1,chr6,31062747,31062660
ENSMUSG00000065604.2,chr6,31063093,31063023
ENSMUSG00000097998.1,chr6,31063495,31063092
ENSMUSG00000044471.12,chr6,31220488,31082565
ENSMUSG00000087312.1,chr6,31104646,31102846
ENSMUSG00000104030.1,chr6,31110920,31108827
ENSMUSG00000086922.2,chr6,31142663,31141979
ENSMUSG00000103220.1,chr6,31147419,31145128
ENSMUSG00000087380.7,chr6,31337404,31220351
ENSMUSG00000106867.1,chr6,31291693,31288963
ENSMUSG00000086931.1,chr6,31372369,31356743
ENSMUSG00000086212.7,chr6,31398773,31366885
ENSMUSG00000086855.1,chr6,31383877,31372895
ENSMUSG00000025609.15,chr6,31516811,31398735
ENSMUSG00000025608.9,chr6,31563981,31519488
ENSMUSG00000086732.1,chr6,31576723,31574967
ENSMUSG00000086804.8,chr6,31798053,31605190
ENSMUSG00000084973.2,chr6,31666131,31658173
ENSMUSG00000107010.1,chr6,31706990,31702245
ENSMUSG00000087379.1,chr6,31922270,31786675
ENSMUSG00000029766.7,chr6,32058921,32050246
ENSMUSG00000085616.1,chr6,32113226,32112143
ENSMUSG00000029765.12,chr6,32588192,32144268
ENSMUSG00000086720.1,chr6,32316614,32303829
ENSMUSG00000086675.1,chr6,32454750,32451170
ENSMUSG00000086763.1,chr6,32515576,32511073
ENSMUSG00000084386.1,chr6,32610360,32610119
ENSMUSG00000106873.1,chr6,32752288,32751629
ENSMUSG00000053768.13,chr6,33060260,32790976
ENSMUSG00000085847.1,chr6,33043222,33038468
ENSMUSG00000106676.1,chr6,33042119,33039124
ENSMUSG00000087777.1,chr6,33088749,33088646
ENSMUSG00000082217.1,chr6,33248099,33247328
ENSMUSG00000029763.17,chr6,33973979,33249085
ENSMUSG00000083728.1,chr6,33377446,33375111
ENSMUSG00000107358.1,chr6,33434619,33433008
ENSMUSG00000107103.1,chr6,33692154,33690027
ENSMUSG00000087441.1,chr6,33992411,33984989
ENSMUSG00000056215.13,chr6,34134034,34029448
ENSMUSG00000087356.1,chr6,34174235,34151929
ENSMUSG00000018999.14,chr6,34177111,34153380
ENSMUSG00000087613.1,chr6,34186392,34179232
ENSMUSG00000086762.1,chr6,34324249,34290265
ENSMUSG00000001642.18,chr6,34317478,34302434
ENSMUSG00000029762.6,chr6,34368463,34354119
ENSMUSG00000081991.1,chr6,34380789,34373691
ENSMUSG00000081196.1,chr6,34380445,34379467
ENSMUSG00000061758.13,chr6,34396950,34384218
ENSMUSG00000052131.7,chr6,34423142,34412334
ENSMUSG00000084965.1,chr6,34445436,34419396
ENSMUSG00000038871.5,chr6,34505613,34476207
ENSMUSG00000085187.1,chr6,34541387,34533553
ENSMUSG00000029761.16,chr6,34775473,34598500
ENSMUSG00000085382.1,chr6,34653894,34651354
ENSMUSG00000060411.3,chr6,34726906,34726672
ENSMUSG00000086834.1,chr6,34735389,34727221
ENSMUSG00000038836.15,chr6,34859459,34780432
ENSMUSG00000082920.1,chr6,34787463,34786679
ENSMUSG00000082118.1,chr6,34810827,34810631
ENSMUSG00000082446.1,chr6,34820899,34820204
ENSMUSG00000106707.1,chr6,34860937,34859705
ENSMUSG00000057137.9,chr6,34874946,34863146
ENSMUSG00000046806.13,chr6,34878060,34871771
ENSMUSG00000058486.11,chr6,34910876,34880426
ENSMUSG00000029848.11,chr6,34939344,34920163
ENSMUSG00000029847.13,chr6,34988404,34945278
ENSMUSG00000038784.13,chr6,35133724,35022065
ENSMUSG00000038759.15,chr6,35247596,35177421
ENSMUSG00000087808.1,chr6,35243750,35243595
ENSMUSG00000073155.12,chr6,35263496,35252654
ENSMUSG00000029843.4,chr6,35308131,35267957
ENSMUSG00000047420.8,chr6,35326141,35312668
ENSMUSG00000107341.1,chr6,35336825,35330846
ENSMUSG00000029840.8,chr6,35539888,35508906
ENSMUSG00000095986.1,chr6,35524638,35524543
ENSMUSG00000107110.1,chr6,35615669,35611089
ENSMUSG00000107145.1,chr6,35927124,35926711
ENSMUSG00000077246.1,chr6,35975464,35975330
ENSMUSG00000107089.1,chr6,36189099,36186707
ENSMUSG00000073154.10,chr6,36390191,36209620
ENSMUSG00000045613.9,chr6,36528414,36388084
ENSMUSG00000070075.1,chr6,36421825,36421742
ENSMUSG00000106817.1,chr6,36587981,36587777
ENSMUSG00000106872.1,chr6,36640266,36639838
ENSMUSG00000080336.1,chr6,36699543,36699397
ENSMUSG00000029838.11,chr6,36810220,36714929
ENSMUSG00000038665.15,chr6,37300184,36846022
ENSMUSG00000029837.2,chr6,36985784,36937048
ENSMUSG00000107310.1,chr6,36959888,36956802
ENSMUSG00000038648.5,chr6,37442146,37327255
ENSMUSG00000038641.12,chr6,37568815,37530173
ENSMUSG00000106889.1,chr6,37541960,37541414
ENSMUSG00000107035.1,chr6,37687195,37686239
ENSMUSG00000080242.5,chr6,37806550,37806086
ENSMUSG00000106853.1,chr6,37866564,37865840
ENSMUSG00000029833.17,chr6,37966296,37870811
ENSMUSG00000029830.15,chr6,38046996,37983739
ENSMUSG00000038600.12,chr6,38124586,38048483
ENSMUSG00000029829.4,chr6,38115809,38109255
ENSMUSG00000087924.1,chr6,38118486,38118383
ENSMUSG00000063455.16,chr6,38254009,38123174
ENSMUSG00000107026.1,chr6,38284949,38284526
ENSMUSG00000047749.2,chr6,38299259,38287396
ENSMUSG00000029826.14,chr6,38354603,38305286
ENSMUSG00000106836.1,chr6,38365902,38365232
ENSMUSG00000057696.4,chr6,38377154,38376807
ENSMUSG00000056832.14,chr6,38427647,38381469
ENSMUSG00000089905.1,chr6,38396689,38396267
ENSMUSG00000038538.17,chr6,38524825,38433950
ENSMUSG00000098285.1,chr6,38507393,38507325
ENSMUSG00000019689.4,chr6,38539449,38533502
ENSMUSG00000081670.1,chr6,38546074,38542303
ENSMUSG00000029823.16,chr6,38609470,38551334
ENSMUSG00000097206.1,chr6,38554007,38551531
ENSMUSG00000071537.6,chr6,38637242,38625693
ENSMUSG00000079598.3,chr6,38680864,38663069
ENSMUSG00000061436.15,chr6,38876165,38694390
ENSMUSG00000029925.13,chr6,39084585,38875404
ENSMUSG00000106737.1,chr6,38984325,38917098
ENSMUSG00000077339.1,chr6,39013791,39013666
ENSMUSG00000100121.1,chr6,39067598,39063878
ENSMUSG00000038507.6,chr6,39118349,39086410
ENSMUSG00000073144.4,chr6,39148312,39118473
ENSMUSG00000106976.1,chr6,39126381,39125165
ENSMUSG00000042599.8,chr6,39206789,39136623
ENSMUSG00000115026.1,chr6,39207611,39207068
ENSMUSG00000107365.1,chr6,39242541,39240114
ENSMUSG00000089422.1,chr6,39265942,39265844
ENSMUSG00000029924.12,chr6,39377675,39334773
ENSMUSG00000029923.4,chr6,39390380,39381175
ENSMUSG00000029922.15,chr6,39420462,39397804
ENSMUSG00000068601.2,chr6,39421294,39419887
ENSMUSG00000064900.1,chr6,39422419,39422289
ENSMUSG00000038456.9,chr6,39557867,39462378
ENSMUSG00000085058.2,chr6,39544486,39527513
